0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0001 0001 ffff ffff ffff ffff ffff ffff ffff 0001 0001 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0825 0825 0825 0825 0001 f001 f001 f001 f001 f001 f001 f001 f001 f001 0001 0825 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0001 ffff ffff ffff ffff ffff ffff 0001 ffff ffff 0001 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0825 0825 0825 0825 0001 f001 f001 f001 f001 f001 0001 0001 0001 f001 0001 0825 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0001 ffff ffff ffff ffff ffff ffff 0001 ffff ffff 0001 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0825 0825 0825 0825 0001 f001 f001 f001 f001 f001 f001 f001 f001 f001 0001 0825 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0001 ffff ffff ffff ffff ffff ffff ffff ffff ffff 0001 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0825 0825 0825 0825 0001 0001 f001 f001 f001 f001 f001 f001 f001 0001 0001 0825 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0825 0001 0001 ffff ffff ffff ffff ffff 0001 0001 0825 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0825 0825 0825 0825 0825 ffff 0001 0001 0001 0001 0001 0001 0001 ffff 0825 0825 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0825 f001 f001 f001 f001 f001 f001 f001 f001 f001 0825 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0825 0825 0825 0825 0825 ffff ffff ffff ffff ffff ffff ffff ffff ffff 0825 0825 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0825 0001 0001 0001 0001 0825 0825 0825 0825 0825 0825 0825 0825 0825 0825 0825 0001 0001 0001 0001 0825 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0825 0825 0825 0825 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
